Stop_ID,Stop_name,stop_lat,stop_lon,GEOID,County,trip_id,route_id,direction_,shape_id
500896,NORTHERN BL/MARATHON PY,40.768231000000000,-73.737914000000004,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500897,NORTHERN BL/248 ST,40.767220999999999,-73.739069999999998,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500898,NORTHERN BL/245 ST,40.765788000000001,-73.741148999999993,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500899,NORTHERN BL/DOUGLASTON PY,40.765458000000002,-73.744198999999995,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500900,NORTHERN BL/ALAMEDA AV,40.764859000000001,-73.746075000000005,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500901,NORTHERN BL/232 ST,40.764606000000001,-73.746868999999990,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500902,NORTHERN BL/223 ST,40.761992999999997,-73.758902000000006,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500903,NORTHERN BL/221 ST,40.761693000000001,-73.760757999999996,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500904,NORTHERN BL/219 ST,40.761272999999996,-73.763382999999990,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500905,NORTHERN BL/217 ST,40.760979999999996,-73.765221999999994,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500906,NORTHERN BL/215 PL,40.760677000000001,-73.767021000000000,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500907,NORTHERN BL/BELL BL,40.760278000000000,-73.769319999999993,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500908,NORTHERN BL/212 ST,40.759861999999998,-73.771568000000002,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500909,NORTHERN BL/CORPORAL KENNEDY ST,40.759124999999997,-73.774231000000000,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500910,NORTHERN BL/CLEARVIEW EP,40.758445000000002,-73.776871999999997,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500911,NORTHERN BL/204 ST,40.757709000000006,-73.779736000000000,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500912,NORTHERN BL/202 ST,40.757657000000002,-73.781543999999997,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500913,NORTHERN BL/FRANCIS LEWIS BL,40.757791999999995,-73.783353000000005,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500914,NORTHERN BL/196 ST,40.758037000000002,-73.786077000000006,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500915,NORTHERN BL/194 ST,40.757942999999997,-73.788013000000007,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500916,NORTHERN BL/192 ST,40.757903999999996,-73.789855000000003,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
500917,NORTHERN BL/189 ST,40.757826999999999,-73.792564999999996,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
